state,statename,id,ufips,name,type,local,pressure,countyleg,stateleg,localcourts,statecourts,commission,loczoning,council,cntyboard,cntyzoning,envboard,commission_norez,council_norez,cntyboard_norez,envboard_norez,publhlth_norez,dsgnrev_norez,sfulandsupply,mfulandsupply,sfuinfracost,mfuinfracost,sfudensrestr,mfudensrestr,sfuimpact,mfuimpact,sfubudget,mfubudget,sfucouncil,mfucouncil,sfucitizen,mfucitizen,sfuschool,mfuschool,sfulengthzoning,mfulengthzoning,sfulengthpermit,mfulengthpermit,sfulengthdvlp,mfulengthdvlp,sfupermitlimit,mfupermitlimit,sfuconstrlimit,mfuconstrlimit,mfudwelllimit,mfudwellunitlimit,minlotsize,minlotsize_lhalfacre,minlotsize_mhalfacre,minlotsize_oneacre,minlotsize_twoacres,affordable,sfusupply,mfusupply,commsupply,indsupply,lotdevcostincrease,sflotdevcostincrease,time_sfu,time_mfu,timechg_sfu,timechg_mfu,time1_l50sfu,time1_m50sfu,time1_mfu,time2_l50sfu,time2_m50sfu,time2_mfu,submitted,alloc_local,alloc_pressure,alloc_countyleg,alloc_sfubudget,alloc_mfubudget,alloc_sfucouncil,alloc_mfucouncil,alloc_sfucitizen,alloc_mfucitizen,alloc_sfuschool,alloc_mfuschool,alloc_LPPI,alloc_time_sfu,alloc_time_mfu,alloc_time1_l50sfu,alloc_time1_m50sfu,alloc_time1_mfu,alloc_time2_l50sfu,alloc_time2_m50sfu,alloc_time2_mfu,alloc_ADI,approved,officialname,execrating,judicialrating,town_meet,zonvote,zonvote_super,totinitiatives,msaname99,msa99,stateid,msastate,stacode,namene,LPPI,SPII,SCII,LZAI,LPAI,LAI,DRI,OSI,EI,SRI,ADI,WRLURI,weight,weight_metro
New Hampshire,NH,171824,24340,"Enfield Town, NH",Town,4,4,1,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,5,5,3,5,4,5,1,1,2,2,1,1,3,4,3,3,2,4,3,3,4,4,0,0,0,0,0,0,1,1,1,1,1,0,3,4,4,4,50,100,1,3,0,1,18.5,24,18.5,4.5,9.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Taylor,3,3,1,1,0,0,,9999,NH,31,NH,"Enfield Town, NH",-.23944126,.77386206,3,1,1,1,1,0,1,0,9.166667,1.6294132,19.244242,
New Hampshire,NH,103774,52340,"Newmarket Town, NH",Town,4,4,1,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,4,2,1,4,4,5,2,2,2,2,2,2,2,2,3,3,2,3,1,1,2,3,0,0,0,0,0,0,1,0,0,0,1,0,4,4,1,1,50,90,6.816396047511646,3.030648217388794,0,0,7.3435569,15.329686,11.592751,9.5,18.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,Clay Mitchell,3,3,1,1,0,1,"Portsmouth-Rochester, NH-ME PMSA",6450,NH,1123,NH,"Newmarket Town, NH",1.0829812,.77386206,3,2,1,1,1,0,1,0,9.6151733,2.0120733,6.6031475,5.8179736
New Hampshire,NH,171958,74340,"Stratham Town, NH",Town,2,5,1,3,2,4,1,0,0,0,0,0,1,0,0,0,0,0,3,5,3,4,3,5,2,3,1,2,2,5,3,5,4,5,2,5,2,5,3,3,0,0,0,0,0,0,1,0,0,0,1,0,3,5,5,5,30,100,3,6,1,2,4.5,4.5,4.5,1.5,9.5,18.5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Chuck Grassie,3,3,1,1,0,1,"Portsmouth-Rochester, NH-ME PMSA",6450,NH,1123,NH,"Stratham Town, NH",1.5736018,.77386206,3,2,1,1,1,0,0,0,6.2777777,1.7549809,11.844259,8.4905167
New Hampshire,NH,171634,4500,"Bedford, NH",Town,2,3,1,3,1,4,0,1,0,0,0,0,1,0,0,0,0,0,5,5,2,2,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,4,5,3,4,50,100,7,7,0,0,18.5,18.5,18.5,4.5,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karen White,3,3,1,1,0,0,"Manchester, NH PMSA",4760,NH,1123,NH,"Bedford, NH",-1.430948,.77386206,3,2,1,1,1,1,1,0,11.111111,1.8162639,10.55994,7.8886518
New Hampshire,NH,171565,37140,"Hollis Town, NH",Town,4,4,1,2,3,2,1,0,0,0,0,0,1,0,0,0,1,0,5,5,5,5,5,5,3,3,2,2,3,3,5,5,3,3,2,4,2,2,2,4,1,1,1,1,1,1,1,0,0,0,1,0,3,3,4,4,,,8,8,1,1,6.5878711,6.4986472,7.7276764,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,Virginia Mills,3,3,1,1,0,1,"Nashua, NH PMSA",5350,NH,1123,NH,"Hollis Town, NH",1.6436902,.77386206,3,2,2,1,1,1,1,6,6.4793549,3.3688757,9.9514589,7.7062488
New Hampshire,NH,171545,9300,"Candia Town, NH",Town,1,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,2,5,2,5,2,1,1,1,1,1,1,2,2,2,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,3,3,2,2,50,50,3,3,0,0,9.5,9.5,9.5,1.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Dawn Chabot,3,3,0,0,0,0,"Manchester, NH PMSA",4760,NH,1123,NH,"Candia Town, NH",-1.0104163,.77386206,3,0,1,0,1,0,0,0,5.3333335,-.033536278,30.980982,18.426376
New Hampshire,NH,171767,60580,"Peterborough, NH",Town,5,4,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,5,4,4,2,2,1,1,1,3,2,2,4,4,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,2,5,5,70,50,1,2,1,2,7.3100023,8.9487581,12.383892,1.5,4.5,9.5,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,Carol Ogilvie,3,3,1,1,0,0,,9999,NH,1123,NH,"Peterborough, NH",-.16935264,.77386206,3,1,1,1,1,0,0,0,5.4047394,1.2055631,7.3255153,
New Hampshire,NH,171858,34820,"Haverhill town, NH",Town,1,1,1,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,30,70,1,1,0,0,2.7626109,3.307704,5.0218091,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Glenn English,3,3,1,1,0,0,,9999,NH,31,NH,"Haverhill town, NH",-1.8514799,.77386206,3,3,1,1,0,0,0,0,2.0657916,-.33431187,21.907595,
New Hampshire,NH,103372,50740,"New Boston Town, NH",Town,3,3,1,4,2,3,0,0,0,0,0,0,1,0,0,0,0,0,5,,3,,2,,1,,1,1,1,1,1,1,1,1,1,,1,,1,,0,0,0,0,0,0,1,0,0,0,1,0,3,4,4,3,50,70,6,10.37208896334124,2,,7.8669596,9.3813171,9.5026941,4.5,18.5,9.5,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,,3,3,1,1,0,0,,9999,NH,1123,NH,"New Boston Town, NH",-1.2907708,.77386206,3,1,1,1,1,0,1,0,9.3121223,1.3359149,19.451151,
New Hampshire,NH,171874,2340,"Atkinson, NH",Town,3,3,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,5,5,1,1,5,5,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,,,,1,0,5,5,3,3,100,100,2,2,0,0,18.5,19.434132,19.131382,9.5,9.5,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Sue Killam,3,3,1,1,0,0,"Lawrence, MA-NH PMSA",4160,NH,1123,NH,"Atkinson, NH",-1.0104163,.77386206,3,2,1,1,1,0,0,0,10.173946,1.3954374,16.247181,11.90888
New Hampshire,NH,171746,6500,"Bow Town, NH",Town,3,3,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,5,5,3,4,3,4,3,3,1,1,1,1,3,4,5,4,3,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,0,4,5,3,3,50,90,3,3,1,1,.79883003,3.3484831,-.75797904,9.5,9.5,9.5,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,Bill Klubben,3,3,1,1,0,0,,9999,NH,31,NH,"Bow Town, NH",-.44970718,.77386206,3,1,1,1,1,1,1,6,4.5432591,2.410614,17.849466,
New Hampshire,NH,171575,43220,"Londonderry Town, NH",Town,5,4,1,3,3,4,1,0,1,0,0,0,1,0,0,0,0,0,5,5,5,5,5,5,5,5,1,1,4,4,3,3,4,4,4,4,2,2,4,4,1,1,1,1,1,1,1,,,,,0,4,4,3,3,70,90,4,7,0,0,9.5,18.5,9.5,4.5,18.5,9.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Timothy Thompson,3,3,1,1,0,2,"Manchester, NH PMSA",4760,NH,1123,NH,"Londonderry Town, NH",3.0362017,.77386206,3,3,1,1,0,0,1,6,9.6111107,2.8576107,16.712788,10.5124
New Hampshire,NH,171761,38500,"Jaffrey Town, NH",Town,4,3,1,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,3,3,1,1,2,1,1,1,,,,,,,0,0,0,0,0,0,1,,,,,0,,,,,,,1.592209200082531,1.898589149647359,,,9.5,9.5,9.5,4.5,9.5,4.5,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,Jonathan B. Sistare,3,3,1,1,0,0,,9999,NH,31,NH,"Jaffrey Town, NH",-.80015033,.77386206,3,2,1,1,0,0,1,0,5.8040218,.46713245,13.63984,
New Hampshire,NH,171912,26020,"Farmington, NH",Town,5,4,1,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,3,2,4,4,4,4,1,1,2,2,1,1,3,3,3,3,3,3,1,1,3,3,0,0,1,1,0,0,1,0,0,0,0,0,3,4,2,2,50,50,4,3.198745808527198,0,0,4.5,4.5,4.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Ernest Creveling,3,3,1,1,0,0,"Portsmouth-Rochester, NH-ME PMSA",6450,NH,1123,NH,"Farmington, NH",-.16935264,.77386206,3,2,2,1,0,1,1,2,3.199791,1.2808336,25.884916,14.637257
New Hampshire,NH,103281,2820,"Town of Auburn, NH",Township,5,3,1,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,4,,4,,4,,2,,1,1,3,3,1,1,2,2,2,,2,,2,,1,0,1,1,0,0,1,0,0,0,1,0,3,,2,2,100,100,7,10.15605956365142,1,0,11.94748,9.2477283,12.01074,9.5,9.5,9.5,2,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,2,Stoney Worstam,3,3,1,1,0,0,"Manchester, NH PMSA",4760,NH,1123,NH,"Town of Auburn, NH",-.5898844,.77386206,3,2,1,1,1,0,0,3,9.71556,1.9354266,31.218475,18.324915
New Hampshire,NH,303446,73860,"Milton Town, NH",Town,2,3,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,5,5,1,1,2,2,2,2,4,4,3,3,2,2,1,1,2,2,0,0,0,0,0,0,1,1,,,,0,3,4,4,2,30,50,3,2,0,0,9.5,9.5,9.5,4.5,4.5,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Christopher L. Rose,3,3,1,1,0,0,,9999,NH,1123,NH,"Milton Town, NH",-.44970718,.77386206,3,1,1,1,0,0,0,0,5.5,.53017902,25.783773,
New Hampshire,NH,171936,65140,"Rochester City, NH",City,4,3,1,3,2,3,1,0,1,0,0,0,1,0,0,0,0,0,4,4,3,3,5,5,2,2,3,3,4,4,4,4,3,3,4,4,2,2,5,5,0,0,0,0,0,0,1,,,,,0,2,4,3,3,30,50,4,4,1,1,9.5,9.5,9.5,4.5,4.5,4.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Michael Behrendt,3,3,0,0,0,0,"Portsmouth-Rochester, NH-ME PMSA",6450,NH,1123,NH,"Rochester City, NH",.25117919,.77386206,3,2,1,0,0,0,0,0,6,-.30039054,17.444786,11.244376
New Hampshire,NH,171904,25380,"Exeter Town, NH",Town,4,3,1,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,5,5,3,3,5,5,2,2,1,1,1,1,2,2,2,2,3,3,2,2,3,3,0,0,0,0,0,0,1,,,,,0,2,4,3,3,100,100,5,6,1,1,18.5,18.5,18.5,9.5,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sylvia von Aulock,3,3,1,1,0,1,"Portsmouth-Rochester, NH-ME PMSA",6450,NH,1123,NH,"Exeter Town, NH",.52227217,.77386206,3,2,1,1,0,0,0,0,11.166667,1.3436141,7.4567609,6.1177287
New Hampshire,NH,171578,47540,"Merrimack Town, NH",Town,2,5,1,2,2,3,1,0,1,0,0,0,1,0,0,0,1,0,5,5,5,5,4,4,1,1,1,1,1,1,3,3,2,2,3,3,3,3,3,3,0,0,0,0,0,0,1,0,1,1,1,0,3,4,4,1,90,70,8,12,2,2,9.5,4.5,4.5,4.5,9.5,4.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Diane Hardy,3,3,0,0,0,1,"Nashua, NH PMSA",5350,NH,1123,NH,"Merrimack Town, NH",.66244942,.77386206,3,2,2,0,1,0,1,0,7.4444447,.82792962,18.982872,11.969665
New Hampshire,NH,171542,1300,"Amherst Town, NH",Town,3,3,1,3,2,4,1,0,0,0,0,0,1,0,0,0,0,0,5,1,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,0,0,0,0,0,0,1,1,,,,0,5,5,2,2,30,100,15,10,0,0,9.5,18.5,18.5,18.5,18.5,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Charlie Tiedemann,3,3,1,1,0,4,"Nashua, NH PMSA",5350,NH,1123,NH,"Amherst Town, NH",4.5596285,.77386206,3,2,1,1,0,0,0,0,15.5,2.9709244,11.181274,7.5867743
New Hampshire,NH,103358,50260,"Nashua City, NH",City,4,2,1,1,2,2,0,0,1,0,0,0,1,0,0,1,0,0,5,5,3,3,1,4,3,3,3,3,1,1,4,5,4,3,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,5,5,3,3,100,100,2,2,0,0,1.5,1.5,1.5,1.5,1.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Roger L. Houston,3,3,0,0,0,0,"Nashua, NH PMSA",5350,NH,1123,NH,"Nashua City, NH",-.16935264,.77386206,3,1,2,0,1,0,1,0,1.6666666,.044249441,6.0709858,5.2990699
New Hampshire,NH,171881,18820,"Dover City, NH",City,4,4,1,2,2,2,1,0,2,0,0,0,1,0,0,1,0,1,4,3,3,3,4,4,2,2,1,1,2,2,2,2,3,3,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,3,3,3,2,70,90,2,2,1,1,9.5,9.5,9.5,1.5,4.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Christopher Parker,3,3,0,0,0,0,"Portsmouth-Rochester, NH-ME PMSA",6450,NH,1123,NH,"Dover City, NH",-.44970718,.77386206,3,2,3,0,1,1,1,0,4.6666665,.80364174,5.9568453,5.2576966
New Hampshire,NH,303442,7700,"Bristol, NH",Town,4,3,1,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,4,4,3,3,3,3,2,2,2,2,1,1,2,2,1,1,1,1,1,3,1,3,0,0,0,0,0,0,1,1,1,1,,0,4,4,4,4,90,90,3,3,0,0,18.5,18.5,18.5,4.5,4.5,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Daniel Paradis,3,3,1,1,0,0,,9999,NH,31,NH,"Bristol, NH",-.87023896,.77386206,3,2,1,1,1,0,1,0,8.666667,1.3421768,16.41061,
New Hampshire,NH,171929,62500,"Plaistow Town, NH",Town,3,4,1,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,5,,3,,4,,5,,1,1,2,3,2,3,2,2,1,,1,,1,,0,0,0,0,0,0,1,,,1,1,0,3,4,3,3,50,90,4,5,0,0,18.5,18.5,18.5,4.5,9.5,9.5,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,10,Leigh Komoruck,3,3,1,1,0,0,"Lawrence, MA-NH PMSA",4160,NH,1123,NH,"Plaistow Town, NH",-.5898844,.77386206,3,2,1,1,1,0,0,0,10.277778,1.529403,18.247416,13.052213
New Hampshire,NH,103834,68260,"Seabrook Town, NH",Town,3,3,1,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,5,5,2,4,,,,,4,4,4,4,4,5,4,3,2,4,4,3,3,3,0,0,0,0,0,0,1,1,1,1,1,0,3,3,4,4,50,90,3,6,1,2,11.725487,17.254238,16.154858,9.5,18.5,18.5,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,Sue Toote,3,3,1,1,0,0,"Boston, MA-NH PMSA",1120,NH,1123,NH,"Seabrook Town, NH",.39135647,.77386206,3,3,1,1,1,1,1,0,11.681621,2.3580222,11.444104,10.40612
New Hampshire,NH,171610,66660,"Salem Town, NH",Town,4,4,1,2,3,4,1,0,0,0,0,0,1,0,0,0,0,0,5,5,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,0,0,0,0,0,0,1,1,0,0,1,0,3,4,3,4,,100,3,5,0,0,4.5,4.5,4.5,1.5,4.5,4.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Ross Moldoff,3,3,1,1,0,1,"Lawrence, MA-NH PMSA",4160,NH,1123,NH,"Salem Town, NH",.66244942,.77386206,3,2,1,1,1,0,1,0,4,1.3145639,15.550344,11.799419
New Hampshire,NH,171806,11380,"Charlestown town, NH",Town,5,4,1,4,1,2,1,0,1,0,0,0,1,0,0,0,0,0,3,3,4,4,2,2,1,1,1,1,2,2,3,3,1,1,2,2,1,1,1,1,0,0,0,0,0,0,1,,1,1,0,0,2,2,2,2,30,50,2,2,0,0,9.5,9.5,9.5,1.5,4.5,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,David M. Edkins,3,3,1,1,0,0,,9999,NH,31,NH,"Charlestown town, NH",-.44970718,.77386206,3,3,1,1,1,0,1,0,4.6666665,1.0054309,34.537823,
New Hampshire,NH,171831,33860,"Hanover Town, NH",Town,5,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,5,4,5,2,3,1,1,1,1,2,3,1,1,2,2,1,1,2,2,0,0,0,0,0,0,1,,,,,0,1,3,4,5,100,100,2,3,0,0,9.5,9.5,9.5,1.5,4.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Jonathan Edwards,3,3,1,1,0,0,,9999,NH,31,NH,"Hanover Town, NH",-.65997308,.77386206,3,1,1,1,0,1,0,0,4.8333335,.78894043,2.8576055,
New Hampshire,NH,171566,42260,"Litchfield Town, NH",Town,5,4,1,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,5,,3,,1,,3,,4,4,1,1,2,3,5,5,1,,1,,1,,1,,0,,,,1,0,0,1,0,0,3,,1,1,70,90,4,9,0,,7.1523724,8.7478514,10.536605,9.5,9.5,9.5,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,John McKibben,3,3,1,1,0,0,"Nashua, NH PMSA",5350,NH,1123,NH,"Litchfield Town, NH",.32126781,.77386206,3,2,1,1,1,0,1,,8.2707586,,19.088236,11.721068
New Jersey,NJ,173985,76400,"Waldwick Borough, NJ",Borough,4,3,2,5,1,4,0,0,1,0,0,0,1,1,0,0,0,0,5,5,1,1,5,5,2,2,1,1,1,1,3,3,4,4,2,2,1,1,2,2,0,0,0,0,0,0,1,,,,,1,3,3,3,3,10,10,3,9,0,0,9.5,9.5,9.5,4.5,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gary Kratz,3,1,0,0,0,1,"Bergen-Passaic, NJ PMSA",875,NJ,875,NJ,,1.0829812,1.4223719,1,1,2,0,0,0,0,0,7.7777777,.70095724,14.65451,11.573531
New Jersey,NJ,173981,29850,"Stockholm, NJ",Township,5,3,3,4,1,1,0,0,1,0,0,0,1,0,0,0,0,0,3,3,4,4,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,,,1,,1,2,3,3,3,50,100,3,4,2,,4.5,4.5,4.5,6.2730083,4.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,Marianne Smith,3,1,0,0,0,0,"Newark, NJ PMSA",5640,NJ,5640,NJ,,-.73006171,1.4223719,1,1,1,0,1,1,0,0,4.0303345,.58012253,20.487473,14.172441
New Jersey,NJ,107987,33180,"Hopewell Township, NJ",Township,5,4,3,4,1,4,1,0,1,0,0,0,1,0,1,0,1,0,2,1,2,1,5,1,2,2,1,1,5,5,4,4,2,2,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,30,90,6,9,1,1,9.5,9.5,9.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Christine Smeltzer,3,1,0,0,0,5,"Trenton, NJ PMSA",8480,NJ,8480,NJ,,7.4940901,1.4223719,1,2,3,0,0,0,1,0,7.1666665,2.7249603,9.9448595,7.9357758
New Jersey,NJ,173903,24930,"Franklin Borough, NJ",Borough,5,4,1,4,1,3,1,2,1,1,0,0,1,0,1,0,0,0,5,5,4,4,5,5,3,3,3,3,2,3,3,3,4,3,2,3,2,3,2,3,0,0,0,0,0,0,1,1,1,1,1,1,4,4,4,4,30,90,1,3,1,2,18.5,18.5,18.5,18.5,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jim Kilduff,3,1,0,0,0,2,"Newark, NJ PMSA",5640,NJ,5640,NJ,,3.0362017,1.4223719,1,4,2,0,1,1,1,0,14.222222,2.8307996,18.076399,11.87938
New Jersey,NJ,350455,40560,"Little Egg Harbor Township, NJ",Township,5,5,2,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,5,5,2,2,4,4,3,3,4,4,4,4,5,5,3,3,2,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,1,4,3,2,2,100,100,12,12,1,1,18.5,18.5,18.5,9.5,18.5,9.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,James M. Oris,3,1,0,0,0,1,"Monmouth-Ocean, NJ PMSA",5190,NJ,5190,NJ,,2.4847541,1.4223719,1,3,1,0,1,1,1,0,14.333333,2.5341463,30.64045,17.35253
New Jersey,NJ,173881,700,"Allendale Township, NJ",Borough,5,4,2,5,3,3,1,0,1,0,0,0,1,0,1,0,0,0,5,5,3,4,3,5,3,3,3,3,3,5,3,5,5,5,3,3,3,3,3,3,0,0,0,0,0,0,1,0,1,0,0,1,4,4,3,3,90,90,2,6,0,0,18.5,18.5,24,9.5,18.5,18.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Christopher J. Greimel,3,1,0,0,0,0,"Bergen-Passaic, NJ PMSA",875,NJ,875,NJ,,.95206553,1.4223719,1,2,2,0,0,0,1,0,13.277778,1.2335988,5.2883959,5.0436554
New Jersey,NJ,174415,12100,"Chatham Borough, NJ",Borough,1,2,1,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,5,5,1,1,5,5,1,1,1,1,1,1,2,2,1,1,3,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,3,90,100,3,2.133558808517631,1,1,1.5,-.019620197,-1.1961415,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,Patricia Rush,3,1,0,0,0,1,"Newark, NJ PMSA",5640,NJ,5640,NJ,,-.1786142,1.4223719,1,1,2,0,0,0,0,0,1.3871752,-.32253814,3.9077952,3.8825862
New Jersey,NJ,174169,54870,"Borough of Old Tappan, NJ",Borough,3,3,1,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0,5,5,2,2,3,4,1,1,1,1,3,4,3,4,3,3,2,2,2,1,2,2,0,0,0,0,0,0,1,1,1,1,,1,5,5,4,3,50,90,3,6,1,1,4.5,18.5,18.5,4.5,9.5,18.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Gregory Hart,3,1,0,0,0,2,"Bergen-Passaic, NJ PMSA",875,NJ,875,NJ,,2.4754925,1.4223719,1,1,1,0,1,1,1,0,9.7222223,2.1621118,7.8252587,7.8461165
New Jersey,NJ,173573,11200,"Cedar Grove Township, NJ",Township,5,3,1,3,1,4,1,0,1,0,0,0,1,0,1,0,1,0,5,5,2,2,2,2,1,1,1,1,5,5,4,4,4,4,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,5,5,5,4,,100,4,4,1,1,9.5,18.5,9.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Judy Thornton,3,1,0,0,0,1,"Newark, NJ PMSA",5640,NJ,5640,NJ,,1.7838676,1.4223719,1,2,3,0,1,0,1,0,7,1.6359127,8.7390051,7.989316
New Jersey,NJ,173855,21000,"Elizabeth, NJ",City,3,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,1,,,,,0,3,3,3,4,100,100,1,1,0,0,1.5,1.5605309,1.5,1.5,1.5,1.5,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,130,Oscar Ocasio,3,1,0,0,0,0,"Newark, NJ PMSA",5640,NJ,5640,NJ,,-1.430948,1.4223719,1,2,1,0,0,1,0,0,1.340059,-.55452347,2.9938712,3.5897539
New Jersey,NJ,174089,31920,"Hillsdale, NJ",Borough,4,2,2,2,2,3,0,0,1,0,0,0,1,0,0,0,0,0,4,4,2,2,5,5,3,3,1,1,3,3,3,3,1,1,2,2,3,3,3,3,0,0,0,0,0,0,1,1,,,,0,3,5,4,3,70,100,6,12,0,0,18.5,18.5,18.5,4.5,9.5,9.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caroline Reiter,3,1,0,0,0,1,"Bergen-Passaic, NJ PMSA",875,NJ,875,NJ,,.80262679,1.4223719,1,1,1,0,0,0,1,0,11.777778,.89012229,9.8563385,8.538394
